"tissue_sheet_row","id_tissue","id_key","institutionCode","catalogNumber","cat_norm","year","specimen_id","institutionCode_specimen","locality","verbatimLocality","verbatimCoordinates","decimalLatitude","decimalLongitude","county","municipality","DNA tissue","leaf_tissue","notes"
581,"469096",469096,"SD","SD00062584","SD00062584","2006",469096,"SD","San Marcos. E of La Moree Park, just NW of the bend of the road on Sandy Lane, N of La Moree Rd and S of Hwy 78.",,"I9; 33.1296, -117.1477",33.1296,-117.1477,"San Diego",,"3 axillary buds","yes, basal",
582,"469157",469157,"SD","SD00062726","SD00062726","2008",469157,"SD","Rancho Santa Fe; Ewing Preserve; 0.13 mile E of intersection La Glorieta & Linea del Cielo (S-8); just N of La Sencilla.",,"L8; 33.0151, -117.214",33.0151,-117.214,"San Diego",,"1 apical bud cluster","yes, basal",
584,"469137",469137,"SD","SD00062707","SD00062707","2010",469137,"SD","Eucalyptus County Park outside SE edge of city of La Mesa at Bancroft Dr and Edgewood Dr. Collected from perimeter of park (outside irrigated zones).",,"R12; 32.76069, -117.00169",32.76069,-117.00169,"San Diego",,"many buds, sml leaf","yes, basal","lots of extra tissue"
587,"469173",469173,"SD","SD00062724","SD00062724","2012",469173,"SD","Carlsbad; in vacant lot near east side of N Coast Hwy 101 (S-21); just north of La Costa Ave. and west of railroad tracks.",,"J6; 33.08363, -117.30874",33.08363,-117.30874,"San Diego",,"big bud clusters","yes, basal morphology (unclear if cauline bc not attached to plant","extra tissue"
588,"5934188",5934188,"SD","SD00083704","SD00083704","2023",5934188,"SD","Marine Corps Base Camp Pendleton, open field on east side of Del Mar gate, just NE of the intersection of Harbor Dr. and Santa Fe Ave.",,"H5; 33.2084, -117.3899",33.2084,-117.3899,"San Diego",,"2 terminal bud clusters","yes, basal morphology (unclear if cauline bc not attached to plant)","estra tissue (just a few larger flower buds)"
592,"468994",468994,"SD","SD00062794","SD00062794","1932",468994,"SD","Northwest Guadalupe.",,"34.96896, -120.58147",34.96896,-120.58147,"Santa Barbara",,"2 axiallary buds, small leaf","yes, cauline","glue on leaf tissue"
594,"469015",469015,"SD","SD00060084","SD00060084","1986",469015,"SD","San Mateo Creek: S of San Clemente. Between agricultural field and I-5. Disturbed areas along edge of dirt road.",,"C1; 33.39337, -117.58991",33.39337,-117.58991,"San Diego",,"few bud clusters","yes, cauline",
598,"469062",469062,"SD","SD00062590","SD00062590","2004",469062,"SD","Beacon's Beach, Leucadia, Encinitas. On beach, north of public beach access at Neptune Avenue and Leucadia Blvd.",,"K6; 33.0656, -117.3054",33.0656,-117.3054,"San Diego",,"1 bud cluster","yes, cauline",
599,"469128",469128,"SD","SD00062656","SD00062656","2009",469128,"SD","Cleveland National Forest, Temescal Valley, ? mi N of Esmeralda Mine, 3? mi SW of Lake Henshaw Dam, along Lusardi Canyon Truck Trail 1/4 mile S of the divide and bench mark 3041",,"G15; 33.22695, -116.82572",33.22695,-116.82572,"San Diego",,"few axillary buds","yes, cauline",
600,"469163",469163,"SD","SD00062698","SD00062698","2012",469163,"SD","Pacific Beach; La Jolla Mesa; SW of Mt.Soledad in the canyon at the end of Van Nuys Way off Van Nuys Street; 80 yards W of Caminito Bayo",,"Q7; 32.8143, -117.25377",32.8143,-117.25377,"San Diego",,"bud clusters","yes, cauline","extra tissue"
601,"469140",469140,"SD","SD00062774","SD00062774","2012",469140,"SD","Camp Pendleton: Training Area Echo; west of Santa Margarita Peak; east of Case Springs Road, around Case Springs Lake",,"B4; 33.44973, -117.42031",33.44973,-117.42031,"San Diego",,"3 bud clusters","yes, cauline","maybe some glue on DNA tissue"
602,"469176",469176,"SD","SD00062725","SD00062725","2016",469176,"SD","Camp Pendleton: eastern portion of Base; Juliet Training Area; southwest of Fallbrook & west of Bonsall; near Pilgrim's Creek just inside the Base boundary to the south of Fallbrook Weapons Station",,"E7; 33.32722, -117.26621",33.32722,-117.26621,"San Diego",,"4 bud clusters","yes, cauline","extra tissue"
603,"6014478",6014478,"SD","SD00087803","SD00087803","2019",6014478,"SD","Glendora, Little Dalton Canyon Debris Basin, L.A. Co. Flood Control, along abandoned trail on the w. side of the basin, Glendora Quad",,"34.1608, -117.8392",34.1608,-117.8392,"Los Angeles",,"2 little axiallary buds, one tiny leaf","yes, cauline",
604,"469028",469028,"SD","SD00062768","SD00062768","2000",469028,"SD","San Diego Urban Canyons, North Park: Juniper Canyon",,"S10; 32.72917, -117.12083",32.72917,-117.12083,"San Diego",,"2 huge axillary buds","yes, cauline w/ intermediate morphology","extra tissue"
605,"469038",469038,"SD","SD00062686","SD00062686","2003",469038,"SD","Point Loma Naval Facility, SPAWAR. Water Treatment Facility, Woodward St. entrance. Growing along roadside, in front of building #306, west of Gatchell Rd.",,"S7; 32.69028, -117.24917",32.69028,-117.24917,"San Diego",,"few terminal bud clusters","yes, cauline w/ intermediate morphology",
606,"469059",469059,"SD","SD00062755","SD00062755","2004",469059,"SD","Otay Mountain Ecological Reserve (California Dept. of Fish & Game): Southeast of Otay Lake; near the gate just south of the bridge on Otay Lakes Road",,"U14; 32.63583, -116.88389",32.63583,-116.88389,"San Diego",,"several axillary buds","yes, cauline w/ intermediate morphology",
607,"469085",469085,"SD","SD00062638","SD00062638","2005",469085,"SD","SW of Descanso, Double D Ranch, approx 1¬ mile W on Bell Bluff Truck Trail from Japatul Valley Rd, S of Hwy 8.",,"Q19; 32.8081, -116.6589",32.8081,-116.6589,"San Diego",,"several axillary buds","yes, cauline w/ intermediate morphology","extra tissue"
608,"469119",469119,"SD","SD00062784","SD00062784","2008",469119,"SD","Camp Pendleton Marine Corps Base, San Onofre Creek area, Alpha Two Training Area, ¬ mi south of Basilone Road, ca. « mi east of San Onofre Mobile Home Park.",,"D2; 33.38691, -117.5534",33.38691,-117.5534,"San Diego",,"2 terminal bud clusters","yes, cauline w/ intermediate morphology",
609,"469139",469139,"SD","SD00062706","SD00062706","2012",469139,"SD","Sweetwater Reservoir property: South of Jamacha Blvd. and just west of Reservoir Dr.; northeast side of the Reservoir",,"S13; 32.71373, -116.97712",32.71373,-116.97712,"San Diego",,"few axillary and one floral bud cluster","yes, cauline w/ intermediate morphology",
616,"469164",469164,"SD","SD00062697","SD00062697","2012",469164,"SD","City of La Mesa; S of I-8; N side of Alvarado Rd; 0.14 mi NNW of junction Saranac Avenue and Commanche Drive; where creek flows under road",,"R11; 32.77306, -117.03604",32.77306,-117.03604,"San Diego",,"2 apical bud clusters","yes, cauline, intermediate morphology",
617,"468998",468998,"SD","SD00062791","SD00062791","1932",468998,"SD","Near mouth of Big River, south of Mendocino.",,"39.3021, -123.7927",39.3021,-123.7927,"Mendocino",,"some small flower buds, tiny axillary bud, one floral meristem","yes, cauline, some glue present","extra tissue; tiny bud with some glue"
618,"3737681",3737681,"SD","SD00062562","SD00062562","1936",468969,"SD","Tiajuana River near Monument School.",,"W11; 32.55134, -117.08282",32.55134,-117.08282,"San Diego",,"2 big axiallary bud clusters","yes, intermediate","extra tissue"
619,"469105",469105,"SD","SD00062729","SD00062729","2006",469105,"SD","El Cajon, canyon at end of Boyington Pl, West of Fletcher Hills and East of Grossmont College, Northeast of Navajo Rd.",,"Q12; 32.808, -116.9969",32.808,-116.9969,"San Diego",,"mature leaf and one flw bud","yes, unknown but appears to have basal morphology","tissue from fragment envelope"
620,"469160",469160,"SD","SD00062701","SD00062701","2012",469160,"SD","Rancho Santa Fe; on the south side of San Dieguito County Park; just N of Highway S-8 (Loma Santa Fe Drive) east of baseball field along trail",,"L8; 32.99681, -117.23397",32.99681,-117.23397,"San Diego",,"2 apical bud clusters","yes, unknown but appears to have basal morphology",
621,"376201",376201,"SDSU","SDSU01729","SDSU01729","1962",376201,"SDSU","2600 Block of ?D? Avenue, National City.",,"32.66° N; 117.10° W",32.66014,-117.09626,"San Diego",,"young fruits, 2 smll crap buds","no",
622,"375693",375693,"SDSU","SDSU01216","SDSU01216","1964",375693,"SDSU","Aldine Drive Canyon.",,"32.76° N; 117.10° W",32.76101,-117.09635,"San Diego",,"one apical bud cluster","no"," "
623,"375689",375689,"SDSU","SDSU01212","SDSU01212","1969",375689,"SDSU","Near 67th and Amherst.",,"32.77° N; 117.05° W",32.76756,-117.04849,"San Diego",,"young fruit (to test) & 2 lil buds (remove to try fruit extraction)","no",
625,"375726",375726,"SDSU","SDSU01249","SDSU01249","1951",375726,"SDSU","About 2 miles west of U.S Hwy 101. 100 yards from road.",,,,,"Los Angeles",,"axillary bud clusters and young leaf","yes, basal","extra tissue"
626,"375694",375694,"SDSU","SDSU01217","SDSU01217","1965",375694,"SDSU","Adjacent to Montezuma Rd. and E. of Fallview Dr. at corner of lower parking lot of State College Campus.",,"32.77° N; 117.07° W",32.77113,-117.06547,"San Diego",,"3 tiny axillary buds","yes, basal",
629,"395628",395628,"SDSU","SDSU21677","SDSU21677","2016",395628,"SDSU","San Diego State University Ecological Reserve, north of I-8 from campus, adjacent to creek area, very sun-exposed, on an inclining hill.",,"32.78° N; 117.07° W",32.78112,-117.07425,"San Diego",,"few axillary buds + some big buds","yes, basal","extra tissue"
630,"375698",375698,"SDSU","SDSU01221","SDSU01221","1927",375698,"SDSU",,,,,,"San Diego",,"multiple axillary bud clusters","yes, cauline with basal morphology","extra tissue; purplish stems"
631,"375699",375699,"SDSU","SDSU01222","SDSU01222","1962",375699,"SDSU","Area around Mission Gorge Dam off Mission Gorge Road.",,"32.84° N; 117.04° W",32.84199,-117.04059,"San Diego",,"multiple axillary bud clusters","yes, cauline with basal morphology","extra tissue; less hairy than most and more pointed lobes"
632,"375700",375700,"SDSU","SDSU01223","SDSU01223","1962",375700,"SDSU","Alvarado Canyon.",,"32.78° N; 117.05° W",32.7783,-117.054,"San Diego",,"multiple axillary bud clusters","yes, cauline with basal morphology","extra tissue"
633,"375702",375702,"SDSU","SDSU01225","SDSU01225","1962",375702,"SDSU","1/4 mile North of College Avenue on Mallard Rd.",,,32.72954,-117.05541,"San Diego",,"axillary buds and pedicels","yes, cauline with basal morphology","extra tissue"
634,"375696",375696,"SDSU","SDSU01219","SDSU01219","1966",375696,"SDSU","Shield?s residence, 5151 Alzeda Drive, Mt. Helix.",,"32.77° N; 116.96° W",32.77289,-116.9603,"San Diego",,"multiple good axillary bud clusters","yes, cauline with basal morphology","extra tissue"
635,"375697",375697,"SDSU","SDSU01220","SDSU01220","1969",375697,"SDSU","Near 67th and Amherst.",,"32.77° N; 117.05° W",32.76756,-117.04849,"San Diego",,"multiple axillary bud clusters","yes, cauline with basal morphology","extra tissue"
636,"3753225",3753225,"SDSU","SDSU15560","SDSU15560","2000",3753225,"SDSU","San Diego Urban Canyons, North Park/Golden Hill: Cedar Ridge Park area, canyon area along I-15",,,32.7225,-117.1175,"San Diego",,"few axillary buds","yes, cauline with basal morphology",
638,"393682",393682,"SDSU","SDSU19512","SDSU19512","2010",393682,"SDSU","Mission Trails Regional Park, San Diego, Oak Canyon Trail, next to fence post 200 feet east of taped off patch of Toxicodendron diversilobum.",,"32.84° N; 117.04° W",32.83988,-117.04476,"San Diego",,"few axillary buds + some big buds","yes, cauline with basal morphology","extra tissue"
639,"375695",375695,"SDSU","SDSU01218","SDSU01218","1966",375695,"SDSU","Collected on south side of Federal Blvd., below KOGO towers.",,"32.72° N; 117.10° W",32.72035,-117.0997,"San Diego",,"2 crappy bud clusters - most buds fallen off, 1 lil leaf","yes, cauline, intermediate morphology","herbivore damage"
640,"5549192",5549192,"SDSU","SDSU25094","SDSU25094","2021",5549192,"SDSU","Golden Hills Wilderness Park, 2300 Golden Hills Rd., Glendora Quad 7.5'",,,34.143611,-117.75833,"Los Angeles","La Verne","2 big axillary bud clusters ","yes, cauline, intermediate morphology","extra tissue (?)"
641,"375708",375708,"SDSU","SDSU01231","SDSU01231","1952",375708,"SDSU","Leucadia.",,,33.07216,-117.29556,"San Diego",,"3 axillary bud clusters","yes, cauline, not basal morphology","extra(?)"
643,"3525429",3525429,"UCJEPS","UC1126748","UC1126748","1935",3525429,"UCJEPS","1 1/2 mi north of Coromar; Santa Barbara National Forest",,"TRS: 4N28W7",34.4463,-119.8536,"Santa Barbara",,"2 terminal bud clusters","no","bit of glue on DNA tissue"
644,"3476616",3476616,"UCJEPS","UC1046483","UC1046483","1951",3476616,"UCJEPS","Between Merced Falls and Snelling",,,37.517044,-120.38377,"Merced",,"3 terminal  bud clusters","no",
646,"3366602",3366602,"UCJEPS","UC10776","UC10776","1893",3366602,"UCJEPS","At San Francisco",,,,,"San Francisco",,"2 terminal bud clusters","yes, basal",
647,"3511149",3511149,"UCJEPS","JEPS53812","JEPS53812","1897",3511149,"UCJEPS","Berkeley",,,37.87167,-122.27167,"Alameda",,"4 terminal bud clusters","yes, basal",
648,"3308798",3308798,"UCJEPS","UC220629","UC220629","1897",3308798,"UCJEPS","Near Sisson",,,41.3315,-122.3362,"Siskiyou",,"2 axiallary buds, 2 bud clusters, 2 little leaves","yes, basal","glue on leaf tissue"
653,"3542265",3542265,"UCJEPS","UC66740","UC66740","1904",3542265,"UCJEPS","Redondo",,,33.85355,-118.38231,"Los Angeles",,"1 terminal bud cluster, 2 axiallary buds","yes, basal","glue on leaf tissue"
654,"3468200",3468200,"UCJEPS","UC455765","UC455765","1906",3468200,"UCJEPS","California Polytechnic School",,,35.30075,-120.66102,"San Luis Obispo",,"3 axiallary bud clusters","yes, basal",
658,"3358215",3358215,"UCJEPS","UC519997","UC519997","1932",3358215,"UCJEPS","2 mi SW of Glendora",,,34.11558,-117.88912,"Los Angeles",,"3 bud clusters","yes, basal","some glue on leaf tissue"
659,"3272683",3272683,"UCJEPS","UC520022","UC520022","1932",3272683,"UCJEPS","Above Balllona Creek; Baldwin Hills",,,,,"Los Angeles",,"several bud clusters","yes, basal",
660,"3462399",3462399,"UCJEPS","JEPS54284","JEPS54284","1935",3462399,"UCJEPS","Between Wasco and Famosa",,,35.601574,-119.273315,"Kern",,"3 bud clusters, 2 little leaves","yes, basal",
664,"3183749",3183749,"UCJEPS","UC1126742","UC1126742","1936",3183749,"UCJEPS","1.8 mi NNW of Santa Cruz",,,37.467805,-120.237521,"Mariposa",,"1 apical bud cluster, 1 axiallary bud cluster","yes, basal",
665,"3489238",3489238,"UCJEPS","UC1126741","UC1126741","1936",3489238,"UCJEPS","At Webb's. Sonora",,"TRS: 4S15E10",37.6026,-120.3084,"Mariposa",,"1 terminal bud cluster, 1 big apical cluster","yes, basal",
666,"3293792",3293792,"UCJEPS","UC1126754","UC1126754","1936",3293792,"UCJEPS","1 1/2 mi SE of Terrace Hill",,,35.26672,-120.624855,"San Luis Obispo",,"1 massive bud cluster, little leaf","yes, basal",
667,"3281522",3281522,"UCJEPS","UC1126744","UC1126744","1936",3281522,"UCJEPS","1 mi W of Standard. Sonora",,"TRS: 1N15E4",37.969624,-120.332873,"Tuolumne",,"4 bud clusters","yes, basal",
668,"3232355",3232355,"UCJEPS","UC1084367","UC1084367","1937",3232355,"UCJEPS","Along road to Bodega, just E of Bodega",,,38.35787,-122.92995,"Sonoma",,"3 terminal bud clusters","yes, basal",
669,"3386031",3386031,"UCJEPS","UC2049883","UC2049883","1958",3386031,"UCJEPS","Salinas by side of road.",,,36.706576,-121.666736,"Monterey",,"3 apical bud clusters","yes, basal",
672,"3425410",3425410,"UCJEPS","JEPS78175","JEPS78175","1973",3425410,"UCJEPS","300 m. south of Central Ave. overpass & 100 m. west of Hoffman Blvd. Richmond (landfill at edge of Bay)",,,37.89856,-122.312515,"Contra Costa",,"3 bud clusters, 1 little leaf","yes, basal","bit of glue on leaf tissue"
675,"3373130",3373130,"UCJEPS","JEPS126116","JEPS126116","1998",3373130,"UCJEPS","Jameson Canyon, north side near bottom of ridge. Cordelia 7.5' Qua.",,,38.2211,-122.2355,"Napa",,"4 axiallary buds, little leaf","yes, basal","extra tissue(from big leaf)"
677,"3275642",3275642,"UCJEPS","UC2028045","UC2028045","1998",3275642,"UCJEPS","Diablo Foothills Regional Park, just south end of Shell Ridge Loop Trail southeast of Old Borges Ranch.",,,,,"Contra Costa",,"2 axiallary bud clusters","yes, basal","maybe a bit of glue on leaf tissue"
680,"5509705",5509705,"UCJEPS","UC2082406","UC2082406","2016",5509705,"UCJEPS","City Hall. California Coastal National Monument. Point Arena/Stornetta Unit Voucher.",,,38.91507,-123.66137,"Mendocino",,"5 bud clusters","yes, basal (yellowing, wet)","yellowing, wet basal leaves"
681,"3351467",3351467,"UCJEPS","JEPS53818","JEPS53818","1884",3351467,"UCJEPS","Vacaville",,,38.35667,-121.9867,"Solano",,"1 axiallary bud cluster, 2 apical bud clusters, extra buds","yes, cauline","extra tissue"
682,"3464512",3464512,"UCJEPS","UC10777","UC10777","1900",3464512,"UCJEPS","Berkeley, College Avenue Berkeley; , College Avenue",,,37.852932,-122.2515,"Alameda",,"2 apical bud clusters","yes, cauline","DNA tissue has glue"
685,"3270997",3270997,"UCJEPS","UC1595411","UC1595411","1991",3270997,"UCJEPS","Elephant Hill, N-most point of the Puente Hills, West Pomona",,"TRS: 1S9W26",34.0554,-117.7922,"Los Angeles",,"3 terminal bud clusters","yes, cauline","bad leaf tissue"
686,"3483502",3483502,"UCJEPS","UC2028212","UC2028212","1998",3483502,"UCJEPS","North Gate Road on west side of Mount Diablo, hairpin turn opposite Angel Kerley trailhead.",,,,,"Contra Costa",,"2 apical bud clusters, loose buds","yes, cauline",
687,"3366934",3366934,"UCJEPS","UC1126750","UC1126750","1935",3366934,"UCJEPS","El Estero Swamp",,"TRS: 4N25W20",34.4173,-119.5217,"Santa Barbara",,"2 terminal bud clusters, 2 axiallary buds, little leaf","yes, cauline ","extra tissue"
688,"3239401",3239401,"UCJEPS","UC2028282","UC2028282","1998",3239401,"UCJEPS","Shell Ridge Open Space on NW side of Mount Diablo, roadside near Old Borges Ranch.",,,37.88167,-121.91278,"Contra Costa",,"3 bud clusters","yes, cauline ",
690,"3224405",3224405,"UCJEPS","UC589365","UC589365","1932",3224405,"UCJEPS","Tomales Bay, Avalis Beach",,,38.23175,-122.98047,"Marin",,"4 bud clusters","yes, cauline with basal morphology",
693,"3562157",3562157,"UCJEPS","UC1126747","UC1126747","1935",3562157,"UCJEPS","1 mi south of Surf",,,34.6737,-120.5773,"Santa Barbara",,"2 terminal bud clusters, 1 axiallary bud","yes, cauline with basal morphology",
695,"3534929",3534929,"UCJEPS","JEPS53813","JEPS53813","1936",3534929,"UCJEPS","Albion, Mendocino coast",,,39.22411,-123.76765,"Mendocino",,"1 axiallary bud, 1 terminal bud cluster","yes, cauline with basal morphology",
697,"3477178",3477178,"UCJEPS","UC1126751","UC1126751","1937",3477178,"UCJEPS","1.9 mi NW of Mammoth Rock School. Adelaida",,,35.5657,-120.987,"San Luis Obispo",,"3 apical bud clusters","yes, cauline with basal morphology","for sure glue on leaf tissue"
704,"3492727",3492727,"UCJEPS","UC521694","UC521694","1933",3492727,"UCJEPS","Berkeley Hills, Strawberry Canyon",,,37.873528,-122.23781,"Alameda",,"3 bud clusters","yes, cauline with intermediate morphology","weird looking specimen; glue on leaf tissue"
705,"3514143",3514143,"UCJEPS","UC1252110","UC1252110","1953",3514143,"UCJEPS","about 1/2 mi inland from Sea Cliff Beach State Park (which is between Santa Cruz and Watsonville)",,,36.970833,-121.891667,"Santa Cruz",,"3 bud clusters","yes, cauline with intermediate morphology",
706,"5509708",5509708,"UCJEPS","UC2079007","UC2079007","1971",5509708,"UCJEPS","Southern California Coast, Santa Barbara region, foothills of Topatopa Mountains. Hillcrest Dr. near Mnt. Drive E reservoir",,,,,"Santa Barbara",,"1 big bud cluster","yes, cauline with intermediate morphology","glue on leaf tissue"
710,"3489775",3489775,"UCJEPS","UC1199217","UC1199217","1906",3489775,"UCJEPS","Immediate vicinity of Eureka",,,40.7914,-124.1635,"Humboldt",,"2 axiallary buds, 2 terminal bud clusters","yes, cauline, intermediate morphology",
714,"3377055",3377055,"UCJEPS","JEPS53819","JEPS53819","1934",3377055,"UCJEPS","South Fork Eel River, S end of Dyerville Bridge. Bull Creek Region",,,40.35611,-123.92375,"Humboldt",,"3 axiallary buds","yes, cauline, intermediate morphology",
717,"3563575",3563575,"UCJEPS","UC1536931","UC1536931","1935",3563575,"UCJEPS","Pigeon Pass",,,33.98,-117.28,"Riverside",,"3 bud clusters","yes, cauline, intermediate morphology",
718,"3440200",3440200,"UCJEPS","UC1126753","UC1126753","1936",3440200,"UCJEPS",".2 mi south of Nipomo Hill",,"TRS: 32S13E",35.098251,-120.578155,"San Luis Obispo",,"4 bud clusters","yes, cauline, intermediate morphology","leaf tissues old and dead, possibly with glue"
719,"3544438",3544438,"UCJEPS","UC2028317","UC2028317","1998",3544438,"UCJEPS","North Gate Road on west flank of Mount Diablo, dogleg in road above ranches opposite Angel Kerley trailhead.",,,,,"Contra Costa",,"2 apical bud clusters","yes, cauline, intermediate morphology",
721,"3268949",3268949,"UCJEPS","UC10778","UC10778","1890-1891",3268949,"UCJEPS","French Camp",,,37.88255,-121.27376,"San Joaquin",,"2 terminal bud clusters","yes, cauline, intermediate morphology","glue on leaf tissue; on same page/CCH2 upload as 10779"
722,"1548194",1548194,"UCR","UCR0083344","UCR0083344","2003",1548194,"UCR","French Valley, ""Greenway site"" along Tucalota Creek c. 1 mile east of Murrieta Hot Springs",,,33.56556,-117.11833,"Riverside",,"3 axiallary buds","yes, basal","leaf tissue senescing "
723,"1612297",1612297,"UCR","UCR0083341","UCR0083341","2008",1612297,"UCR","Peninsular Range; Santa Ana Mtns.; Lomas de Santiago, Santiago Canyon above (S of) mouth of Hangman Tree Canyon, just below Modjeska Canyon confluence",,,33.71778,-117.64806,"Orange",,"3 axiallary bud, 1 little leaf","yes, basal","leaf tissue senescing "
724,"1630048",1630048,"UCR","UCR0083330","UCR0083330","2010",1630048,"UCR","Madrona Marsh, Torrance",,,33.82611,-118.34278,"Los Angeles",,"3 axiallary buds","yes, basal",
725,"1670844",1670844,"UCR","UCR0083311","UCR0083311","2012",1670844,"UCR","South Dowd Road, 0.1 mile south of its junction with Moore Road, southwest of Lincoln",,,38.86556,-121.37694,"Placer",,"4 axiallary buds","yes, basal ",
726,"3591679",3591679,"UCR","UCR0083304","UCR0083304","2015",3591679,"UCR","Glendora, Big Dalton Canyon Wilderness Park, Wren Cyn. on Wren-Meacham Trail, 0.2-0.4 mile east of Big Dalton Cyn. Flood Control Channel",,"T1N R9W sec21",34.15278,-117.83139,"Los Angeles",,"2 axiallary bud2, 1 terminal bud cluster","yes, cauline",
727,"1566244",1566244,"UCR","UCR0083370","UCR0083370","2003",1566244,"UCR","Rancho Jamul Ecological Reserve: west of Hwy. 94, south of Jamul & north of Otay Lakes Road; along Jamul Creek near old cement kiln",,,32.66472,-116.86694,"San Diego",,"4 axiallary buds","yes, cauline w/ intermediate morphology",
728,"1635838",1635838,"UCR","UCR0083340","UCR0083340","2003",1635838,"UCR","Irvine, UC Irvine Open Space Preserve, NE side, between core of UCI campus (E Peltason Dr.) and Hwy 73",,,33.63972,-117.84528,"Orange",,"4 axiallary buds, few lil leaves","yes, cauline w/ intermediate morphology",
729,"1657455",1657455,"UCR","UCR0083305","UCR0083305","2004",1657455,"UCR","Nipomo Mesa, Pomeroy Rd, 0.2 mi north of Willow Rd.",,,35.05167,-120.525,"San Luis Obispo",,"2 axiallary bud, 2 little leaf","yes, cauline w/ intermediate morphology",
730,"1578856",1578856,"UCR","UCR0083366","UCR0083366","2004",1578856,"UCR","Rancho Jamul Ecological Reserve: west of Hwy 94, south of Jamul and N of Otay Lakes Rd.; SW part of the reserve, just SW of the old cement furnace",,,32.66389,-116.86806,"San Diego",,"4 axiallary buds","yes, cauline w/ intermediate morphology",
731,"1591417",1591417,"UCR","UCR0083360","UCR0083360","2005",1591417,"UCR","McGinty Mountain Ecological Reserve (California Fish & Game). SE of city El Cajon. SE of intersection of Willow Glen Dr and Hillsdale Road. San Diego Atlas Square R14",,,32.75531,-116.9015,"San Diego",,"4 axiallary buds","yes, cauline w/ intermediate morphology",
732,"1602409",1602409,"UCR","UCR0111501","UCR0111501","2005",1602409,"UCR","Riverside, Sycamore Canyon, just east of the corner of Canyon Crest Drive and Via Vista",,,33.94028,-117.33111,"Riverside",,"5 axillary buds","yes, cauline w/ intermediate morphology","maybe glue on DNA tissue"
733,"1582894",1582894,"UCR","UCR0083403","UCR0083403","2005",1582894,"UCR","Santa Ynez Mountains, near NW side of Sudden Peak; c. mile 7 of San Miguelito Road at junction with Sudden Road",,,34.575,-120.51667,"Santa Barbara",,"6 axillary buds","yes, cauline w/ intermediate morphology",
734,"1635613",1635613,"UCR","UCR0083332","UCR0083332","2009",1635613,"UCR","Azusa, east of Irwindale Ave. and north of I-210 Fwy",,"T1N R10W sec",34.13111,-117.93028,"Los Angeles",,"4 axiallary buds","yes, cauline w/ intermediate morphology","extra leaf tissue"
735,"1635523",1635523,"UCR","UCR0083316","UCR0083316","2010",1635523,"UCR","Church Street, becoming Sutter Creek-Volcano Road, 0.2 mile east of the village of Sutter Creek",,,38.3925,-120.79556,"Amador",,"3 axiallary buds","yes, cauline w/ intermediate morphology",
736,"1675381",1675381,"UCR","UCR0083328","UCR0083328","2010",1675381,"UCR","Confluence of Little Tujunga Wash and Big Tujunga Wash at I-210 crossing, within 50 m on north and south sides of I-210",,"T2N R14W sec",34.27417,-118.37306,"Los Angeles",,"2 terminal bud cluster","yes, cauline w/ intermediate morphology",
737,"1676594",1676594,"UCR","UCR0083326","UCR0083326","2010",1676594,"UCR","Hansen Dam Flood Control Basin, from east end of Orcas Park to 0.5 mile east, and from the I-210 Fwy south to Big Tujunga Wash",,"T2N R14W sec",34.27222,-118.36583,"Los Angeles",,"3 apical bud clusters, 1 axillary bud","yes, cauline w/ intermediate morphology","extra DNA and leaf tissue"
740,"1654228",1654228,"UCR","UCR0083408","UCR0083408","2012",1654228,"UCR","East Main Street (Co. Rd. 22), Woodland (parallel to I-5), 1.7 mile west of the Sacramento River",,,38.67722,-121.67028,"Yolo",,"1 big axillary bud cluster, few other buds and lil leaf","yes, cauline w/ intermediate morphology",
741,"1699178",1699178,"UCR","UCR0083323","UCR0083323","2017",1699178,"UCR","Cahuenga Pass, Cahuenga Blvd. near Wonder View Dr.",,,34.12569,-118.34367,"Los Angeles",,"5 axillary buds","yes, cauline w/ intermediate morphology",
742,"1606153",1606153,"UCR","UCR0083333","UCR0083333","2007",1606153,"UCR","Santa Anita Reservoir, proposed 4-acre sediment placement site, east side of the channel and 0.4 mi south of the Elkins Avenue entrance gate",,,34.16389,-118.02194,"Los Angeles",,"6 axillary buds","yes, cauline with basal morphology",
743,"1675351",1675351,"UCR","UCR0083329","UCR0083329","2010",1675351,"UCR","Hansen Dam Flood Control Basin, from east end of Orcas Park to 0.5 mile east, and from the I-210 Fwy south to Big Tujunga Wash",,"T2N R14W sec",34.27222,-118.36583,"Los Angeles",,"2 terminal bud cluster","yes, cauline with basal morphology",
745,"1702201",1702201,"UCR","UCR0083315","UCR0083315","2018",1702201,"UCR","South of Fresno, between north and south-bound lanes of Freeway 41, south of East Floral Ave.",,,36.57614,-119.78611,"Fresno",,"4 axiallary buds","yes, cauline with basal morphology",
746,"1675373",1675373,"UCR","UCR0083327","UCR0083327","2010",1675373,"UCR","Confluence of Little Tujunga Wash and Big Tujunga Wash at I-210 crossing, within 50 m on north and south sides of I-210",,"T2N R14W sec",34.27417,-118.37306,"Los Angeles",,"4 axiallary buds","yes, cauline with cauline morphology ",
747,"1660296",1660296,"UCR","UCR0083405","UCR0083405","2010",1660296,"UCR","Tremont Road, 0.8 mile west of Mace Blvd, 3.8 mi. (air) SE of Davis",,,38.495,-121.70917,"Solano",,"2 axiallary bud","yes, cauline with cauline morphology ",
